timestamp,gpx_lon,gpx_lat,gps_lon,gps_lat,air_lon,air_lat,fnl_lon,fnl_lat,type_mask,mlt_mask,date,stay_point_x,stay_point_y,stay_status,move_id,outlier,time_minute,time_hour,time_date
1637294547.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,2.0,12.0,19.0
1637294608.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,3.0,12.0,19.0
1637294668.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,4.0,12.0,19.0
1637294728.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,4,1.0,5.0,12.0,19.0
1637294788.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,6.0,12.0,19.0
1637294848.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,7.0,12.0,19.0
1637294908.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,8.0,12.0,19.0
1637294972.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,9.0,12.0,19.0
1637295033.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,10.0,12.0,19.0
1637295093.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,11.0,12.0,19.0
1637295153.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,12.0,12.0,19.0
1637295213.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,13.0,12.0,19.0
1637295273.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,14.0,12.0,19.0
1637295333.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,114.12962920000004,22.27986840000001,2.0,5,1.0,15.0,12.0,19.0
1637295393.0,,,114.1296292,22.2798684,,,114.1296292,22.2798684,log,sing,19,,,0.0,6,1.0,16.0,12.0,19.0
